president,speech_date,year,title,url,source_file,word_count,self_count,collective_count,self_per_1k,collective_per_1k,self_share,speech_type,is_sotu_series,delivery_mode
Barack Obama,2009-06-04,2009,"June 4, 2009: Address at Cairo University",https://millercenter.org/the-presidency/presidential-speeches/june-4-2009-address-cairo-university,"Barack_Obama_2009-06-04T14:00:00-04:00_June_4,_2009:_Address_at_Cairo_University.json",5967,81,193,13.57,32.34,0.2956,Other,False,spoken_era
Barack Obama,2009-09-09,2009,"September 9, 2009: Address to Congress on Health Care",https://millercenter.org/the-presidency/presidential-speeches/september-9-2009-address-congress-health-care,"Barack_Obama_2009-09-09T14:00:00-04:00_September_9,_2009:_Address_to_Congress_on_Health_Care.json",5560,81,132,14.57,23.74,0.3803,Address to Congress,False,spoken_era
Barack Obama,2009-12-01,2009,"December 1, 2009: Speech on Strategy in Afghanistan and Pakistan",https://millercenter.org/the-presidency/presidential-speeches/december-1-2009-speech-strategy-afghanistan-and-pakistan,"Barack_Obama_2009-12-01T01:00:00-05:00_December_1,_2009:_Speech_on_Strategy_in_Afghanistan_and_Pakistan.json",4580,57,239,12.45,52.18,0.1926,Other,False,spoken_era
Barack Obama,2009-12-10,2009,"December 10, 2009: Acceptance of Nobel Peace Prize",https://millercenter.org/the-presidency/presidential-speeches/december-10-2009-acceptance-nobel-peace-prize,"Barack_Obama_2009-12-10T01:00:00-05:00_December_10,_2009:_Acceptance_of_Nobel_Peace_Prize.json",4233,54,124,12.76,29.29,0.3034,Other,False,spoken_era
Barack Obama,2010-01-27,2010,"January 27, 2010: 2010 State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-27-2010-2010-state-union-address,"Barack_Obama_2010-01-27T13:00:00-05:00_January_27,_2010:_2010_State_of_the_Union_Address.json",7206,126,323,17.49,44.82,0.2806,State of the Union,True,spoken_era
Barack Obama,2010-02-09,2010,"February 9, 2010: News Conference on Congressional Gridlock",https://millercenter.org/the-presidency/presidential-speeches/february-9-2010-news-conference-congressional-gridlock,"Barack_Obama_2010-02-09T01:00:00-05:00_February_9,_2010:_News_Conference_on_Congressional_Gridlock.json",5168,146,154,28.25,29.8,0.4867,Press/News Conference,False,spoken_era
Barack Obama,2010-03-15,2010,"March 15, 2010: Speech on Health Care Reform",https://millercenter.org/the-presidency/presidential-speeches/march-15-2010-speech-health-care-reform,"Barack_Obama_2010-03-15T01:00:00-04:00_March_15,_2010:_Speech_on_Health_Care_Reform.json",4186,81,83,19.35,19.83,0.4939,Other,False,spoken_era
Barack Obama,2010-04-15,2010,"April 15, 2010: Remarks on Space Exploration in the 21st Century",https://millercenter.org/the-presidency/presidential-speeches/april-15-2010-remarks-space-exploration-21st-century,"Barack_Obama_2010-04-15T02:00:00-04:00_April_15,_2010:_Remarks_on_Space_Exploration_in_the_21st_Century.json",3523,73,128,20.72,36.33,0.3632,Other,False,spoken_era
Barack Obama,2010-04-28,2010,"April 28, 2010: Remarks on Wall Street Reform",https://millercenter.org/the-presidency/presidential-speeches/april-28-2010-remarks-wall-street-reform,"Barack_Obama_2010-04-28T02:00:00-04:00_April_28,_2010:_Remarks_on_Wall_Street_Reform.json",3475,46,103,13.24,29.64,0.3087,Other,False,spoken_era
Barack Obama,2010-06-15,2010,"June 15, 2010: Speech on the BP Oil Spill",https://millercenter.org/the-presidency/presidential-speeches/june-15-2010-speech-bp-oil-spill,"Barack_Obama_2010-06-15T02:00:00-04:00_June_15,_2010:_Speech_on_the_BP_Oil_Spill.json",2677,29,113,10.83,42.21,0.2042,Other,False,spoken_era
Barack Obama,2010-08-31,2010,"August 31, 2010: Address on the End of the Combat Mission in Iraq",https://millercenter.org/the-presidency/presidential-speeches/august-31-2010-address-end-combat-mission-iraq,"Barack_Obama_2010-08-31T02:00:00-04:00_August_31,_2010:_Address_on_the_End_of_the_Combat_Mission_in_Iraq.json",2557,18,134,7.04,52.41,0.1184,Other,False,spoken_era
Barack Obama,2010-09-23,2010,"September 23, 2010: Address to the United Nations",https://millercenter.org/the-presidency/presidential-speeches/september-23-2010-address-united-nations,"Barack_Obama_2010-09-23T02:00:00-04:00_September_23,_2010:_Address_to_the_United_Nations.json",4073,38,155,9.33,38.06,0.1969,Other,False,spoken_era
Barack Obama,2010-11-03,2010,"November 3, 2010: Press Conference After 2010 Midterm Elections",https://millercenter.org/the-presidency/presidential-speeches/november-3-2010-press-conference-after-2010-midterm-elections,"Barack_Obama_2010-11-03T01:00:00-04:00_November_3,_2010:_Press_Conference_After_2010_Midterm_Elections.json",8503,255,252,29.99,29.64,0.503,Press/News Conference,False,spoken_era
Barack Obama,2011-01-12,2011,"January 12, 2011: Remarks at Memorial for Victims of the Tucson, AZ Shooting",https://millercenter.org/the-presidency/presidential-speeches/january-12-2011-remarks-memorial-victims-tucson-az-shooting,"Barack_Obama_2011-01-12T01:00:00-05:00_January_12,_2011:_Remarks_at_Memorial_for_Victims_of_the_Tucson,_AZ_Shooting.json",2775,20,161,7.21,58.02,0.1105,Other,False,spoken_era
Barack Obama,2011-01-25,2011,"January 25, 2011: 2011 State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-25-2011-2011-state-union-address,"Barack_Obama_2011-01-25T01:00:00-05:00_January_25,_2011:_2011_State_of_the_Union_Address.json",6967,78,356,11.2,51.1,0.1797,State of the Union,True,spoken_era
Barack Obama,2011-05-01,2011,"May 1, 2011: Remarks on the Death of Osama Bin Laden",https://millercenter.org/the-presidency/presidential-speeches/may-1-2011-remarks-death-osama-bin-laden,"Barack_Obama_2011-05-01T02:00:00-04:00_May_1,_2011:_Remarks_on_the_Death_of_Osama_Bin_Laden.json",1370,15,94,10.95,68.61,0.1376,Other,False,spoken_era
Barack Obama,2011-05-19,2011,"May 19, 2011: Speech on American Diplomacy in the Middle East and North Africa",https://millercenter.org/the-presidency/presidential-speeches/may-19-2011-speech-american-diplomacy-middle-east-and-north,"Barack_Obama_2011-05-19T02:00:00-04:00_May_19,_2011:_Speech_on_American_Diplomacy_in_the_Middle_East_and_North_Africa.json",5643,27,145,4.78,25.7,0.157,Other,False,spoken_era
Barack Obama,2011-05-25,2011,"May 25, 2011: Address to the British Parliament",https://millercenter.org/the-presidency/presidential-speeches/may-25-2011-address-british-parliament,"Barack_Obama_2011-05-25T02:00:00-04:00_May_25,_2011:_Address_to_the_British_Parliament.json",4230,10,212,2.36,50.12,0.045,Other,False,spoken_era
Barack Obama,2011-06-22,2011,"June 22, 2011: Remarks on the Afghanistan Pullout",https://millercenter.org/the-presidency/presidential-speeches/june-22-2011-remarks-afghanistan-pullout,"Barack_Obama_2011-06-22T02:00:00-04:00_June_22,_2011:_Remarks_on_the_Afghanistan_Pullout.json",2014,14,132,6.95,65.54,0.0959,Other,False,spoken_era
Barack Obama,2011-09-08,2011,"September 8, 2011: Address to Congress on the American Jobs Act",https://millercenter.org/the-presidency/presidential-speeches/september-8-2011-address-congress-american-jobs-act,"Barack_Obama_2011-09-08T02:00:00-04:00_September_8,_2011:_Address_to_Congress_on_the_American_Jobs_Act.json",4154,42,164,10.11,39.48,0.2039,Address to Congress,False,spoken_era
Barack Obama,2011-10-21,2011,"October 21, 2011: Remarks on the End of the War in Iraq",https://millercenter.org/the-presidency/presidential-speeches/october-21-2011-remarks-end-war-iraq,"Barack_Obama_2011-10-21T02:00:00-04:00_October_21,_2011:_Remarks_on_the_End_of_the_War_in_Iraq.json",953,15,48,15.74,50.37,0.2381,Other,False,spoken_era
Barack Obama,2012-01-24,2012,"January 24, 2012: 2012 State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-24-2012-2012-state-union-address,"Barack_Obama_2012-01-24T01:00:00-05:00_January_24,_2012:_2012_State_of_the_Union_Address.json",7096,103,223,14.52,31.43,0.316,State of the Union,True,spoken_era
Barack Obama,2012-09-06,2012,"September 6, 2012: Nominee Acceptance Speech at 2012 Democratic National Convention",https://millercenter.org/the-presidency/presidential-speeches/september-6-2012-nominee-acceptance-speech-2012-democratic,"Barack_Obama_2012-09-06T02:00:00-04:00_September_6,_2012:_Nominee_Acceptance_Speech_at_2012_Democratic_National_Convention.json",4619,111,179,24.03,38.75,0.3828,Nomination Acceptance,False,spoken_era
Barack Obama,2012-11-06,2012,"November 6, 2012: 2012 Election Night Victory Speech",https://millercenter.org/the-presidency/presidential-speeches/november-6-2012-2012-election-night-victory-speech,"Barack_Obama_2012-11-06T01:00:00-05:00_November_6,_2012:_2012_Election_Night_Victory_Speech.json",2199,42,99,19.1,45.02,0.2979,Other,False,spoken_era
Barack Obama,2012-12-16,2012,"December 16, 2012: Remarks on Sandy Hook Elementary Shootings",https://millercenter.org/the-presidency/presidential-speeches/december-16-2012-remarks-sandy-hook-elementary-shootings,"Barack_Obama_2012-12-16T01:00:00-05:00_December_16,_2012:_Remarks_on_Sandy_Hook_Elementary_Shootings.json",1680,11,136,6.55,80.95,0.0748,Other,False,spoken_era
Barack Obama,2013-01-21,2013,"January 21, 2013: Second Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/january-21-2013-second-inaugural-address,"Barack_Obama_2013-01-21T01:00:00-05:00_January_21,_2013:_Second_Inaugural_Address.json",2127,7,167,3.29,78.51,0.0402,Inaugural Address,False,spoken_era
Barack Obama,2013-01-29,2013,"January 29, 2013: Remarks on Immigration Reform",https://millercenter.org/the-presidency/presidential-speeches/january-29-2013-remarks-immigration-reform,"Barack_Obama_2013-01-29T01:00:00-05:00_January_29,_2013:_Remarks_on_Immigration_Reform.json",3055,30,111,9.82,36.33,0.2128,Other,False,spoken_era
Barack Obama,2013-02-13,2013,"February 13, 2013: 2013 State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/february-13-2013-2013-state-union-address,"Barack_Obama_2013-02-13T01:00:00-05:00_February_13,_2013:_2013_State_of_the_Union_Address.json",6877,62,344,9.02,50.02,0.1527,State of the Union,True,spoken_era
Barack Obama,2013-03-01,2013,"March 1, 2013: Statement on the Government Sequester",https://millercenter.org/the-presidency/presidential-speeches/march-1-2013-statement-government-sequester,"Barack_Obama_2013-03-01T01:00:00-05:00_March_1,_2013:_Statement_on_the_Government_Sequester.json",5291,162,149,30.62,28.16,0.5209,Other,False,spoken_era
Barack Obama,2013-03-21,2013,"March 21, 2013: Address to the People of Israel",https://millercenter.org/the-presidency/presidential-speeches/march-21-2013-address-people-israel,"Barack_Obama_2013-03-21T01:00:00-04:00_March_21,_2013:_Address_to_the_People_of_Israel.json",5449,131,80,24.04,14.68,0.6209,Other,False,spoken_era
Barack Obama,2013-04-08,2013,"April 8, 2013: Speech on Gun Violence",https://millercenter.org/the-presidency/presidential-speeches/april-8-2013-speech-gun-violence,"Barack_Obama_2013-04-08T02:00:00-04:00_April_8,_2013:_Speech_on_Gun_Violence.json",3246,69,114,21.26,35.12,0.377,Other,False,spoken_era
Barack Obama,2013-07-19,2013,"July 19, 2013: Remarks on Trayvon Martin",https://millercenter.org/the-presidency/presidential-speeches/july-19-2013-remarks-trayvon-martin,"Barack_Obama_2013-07-19T02:00:00-04:00_July_19,_2013:_Remarks_on_Trayvon_Martin.json",2147,68,46,31.67,21.43,0.5965,Other,False,spoken_era
Barack Obama,2013-07-24,2013,"July 24, 2013: Remarks on Education and the Economy",https://millercenter.org/the-presidency/presidential-speeches/july-24-2013-remarks-education-and-economy,"Barack_Obama_2013-07-24T02:00:00-04:00_July_24,_2013:_Remarks_on_Education_and_the_Economy.json",4377,79,159,18.05,36.33,0.3319,Other,False,spoken_era
Barack Obama,2013-09-10,2013,"September 10, 2013: Address to the Nation on Syria",https://millercenter.org/the-presidency/presidential-speeches/september-10-2013-address-nation-syria,"Barack_Obama_2013-09-10T02:00:00-04:00_September_10,_2013:_Address_to_the_Nation_on_Syria.json",2194,47,63,21.42,28.71,0.4273,Other,False,spoken_era
Barack Obama,2013-12-04,2013,"December 4, 2013: Speech on Economic Mobility",https://millercenter.org/the-presidency/presidential-speeches/december-4-2013-speech-economic-mobility,"Barack_Obama_2013-12-04T01:00:00-05:00_December_4,_2013:_Speech_on_Economic_Mobility.json",6544,67,208,10.24,31.78,0.2436,Other,False,spoken_era
Barack Obama,2014-01-28,2014,"January 28, 2014: 2014 State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-28-2014-2014-state-union-address,"Barack_Obama_2014-01-28T01:00:00-05:00_January_28,_2014:_2014_State_of_the_Union_Address.json",6828,89,279,13.03,40.86,0.2418,State of the Union,True,spoken_era
Barack Obama,2014-11-20,2014,"November 20, 2014: Address to the Nation on Immigration",https://millercenter.org/the-presidency/presidential-speeches/november-20-2014-address-nation-immigration,"Barack_Obama_2014-11-20T01:00:00-05:00_November_20,_2014:_Address_to_the_Nation_on_Immigration.json",2210,38,104,17.19,47.06,0.2676,Other,False,spoken_era
Barack Obama,2015-01-20,2015,"January 20, 2015: 2015 State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-20-2015-2015-state-union-address,"Barack_Obama_2015-01-20T01:00:00-05:00_January_20,_2015:_2015_State_of_the_Union_Address.json",6815,106,358,15.55,52.53,0.2284,State of the Union,True,spoken_era
Barack Obama,2015-03-07,2015,"March 7, 2015: Remarks at the 50th Anniversary of the Selma Marches",,"Barack_Obama_2015-03-07T01:00:00-05:00_March_7,_2015:_Remarks_at_the_50th_Anniversary_of_the_Selma_Marches.json",3676,6,171,1.63,46.52,0.0339,Other,False,spoken_era
Barack Obama,2015-06-26,2015,"June 26, 2015: Remarks in Eulogy for the Honorable Reverend Clementa Pickney",https://millercenter.org/the-presidency/presidential-speeches/june-26-2015-remarks-eulogy-honorable-reverend-clementa,"Barack_Obama_2015-06-26T02:00:00-04:00_June_26,_2015:_Remarks_in_Eulogy_for_the_Honorable_Reverend_Clementa_Pickney.json",3012,23,107,7.64,35.52,0.1769,Other,False,spoken_era
Barack Obama,2016-01-12,2016,"January 12, 2016: 2016 State of the Union Address",https://millercenter.org/the-presidency/presidential-speeches/january-12-2016-2016-state-union-address,"Barack_Obama_2016-01-12T01:00:00-05:00_January_12,_2016:_2016_State_of_the_Union_Address.json",6095,86,286,14.11,46.92,0.2312,State of the Union,True,spoken_era
Barack Obama,2016-03-22,2016,"March 22, 2016: Remarks to the People of Cuba",https://millercenter.org/the-presidency/presidential-speeches/march-22-2016-remarks-people-cuba,"Barack_Obama_2016-03-22T01:00:00-04:00_March_22,_2016:_Remarks_to_the_People_of_Cuba.json",4065,101,109,24.85,26.81,0.481,Other,False,spoken_era
Barack Obama,2016-05-15,2016,"May 15, 2016: Commencement Address at Rutgers University",https://millercenter.org/the-presidency/presidential-speeches/may-15-2016-commencement-address-rutgers-university,"Barack_Obama_2016-05-15T02:00:00-04:00_May_15,_2016:_Commencement_Address_at_Rutgers_University.json",4865,79,157,16.24,32.27,0.3347,Other,False,spoken_era
Barack Obama,2017-01-10,2017,"January 10, 2017: Farewell Address to the Nation",https://millercenter.org/the-presidency/presidential-speeches/january-10-2017-farewell-address-nation,"Barack_Obama_2017-01-10T20:00:00-05:00_January_10,_2017:_Farewell_Address_to_the_Nation.json",4797,89,239,18.55,49.82,0.2713,Farewell Address,False,spoken_era
Benjamin Harrison,1889-03-04,1889,"March 4, 1889: Inaugural Address",https://millercenter.org/the-presidency/presidential-speeches/march-4-1889-inaugural-address,"Benjamin_Harrison_1889-03-04T13:00:00-05:00_March_4,_1889:_Inaugural_Address.json",4104,24,105,5.85,25.58,0.186,Inaugural Address,False,written_era
Benjamin Harrison,1889-04-04,1889,"April 4, 1889: Commemoration of the Centennial of Washington’s Inauguration",https://millercenter.org/the-presidency/presidential-speeches/april-4-1889-commemoration-centennial-washingtons-inauguration,"Benjamin_Harrison_1889-04-04T15:09:00-05:00_April_4,_1889:_Commemoration_of_the_Centennial_of_Washington’s_Inauguration.json",354,3,5,8.47,14.12,0.375,Other,False,written_era
Benjamin Harrison,1889-06-04,1889,"June 4, 1889: Statement on the Johnstown Flood",https://millercenter.org/the-presidency/presidential-speeches/june-4-1889-statement-johnstown-flood,"Benjamin_Harrison_1889-06-04T15:17:00-05:00_June_4,_1889:_Statement_on_the_Johnstown_Flood.json",764,23,9,30.1,11.78,0.7188,Other,False,written_era
Benjamin Harrison,1889-12-03,1889,"December 3, 1889: First Annual Message",https://millercenter.org/the-presidency/presidential-speeches/december-3-1889-first-annual-message,"Benjamin_Harrison_1889-12-03T15:24:00-05:00_December_3,_1889:_First_Annual_Message.json",12920,86,133,6.66,10.29,0.3927,Annual Message,True,written_era
